Pensez-vous qu’il devrait y avoir d’avantages de stage durant les trois années de licence ?;fermee et ouverte;OUI;NON
Si nous pouvions revenir en arrière, choisiriez-vous de nouveau l’université de Cergy-Pontoise ? Pourquoi ?;fermee et ouverte;OUI;NON
Avez vous une idée pour votre futur métier ? Si oui, lequel ?;fermee et ouverte;OUI;NON
Si vous continuez en master, après l’obtention de votre diplôme, souhaiteriez-vous vous professionnalisez en France ou dans votre pays d’origine ?;fermee et ouverte;OUI;NON
